key,all,male,female,age_00_09,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_and_older
GB_ENG_E09000005,355383,176299,179084,42179,39861,47505,47727,44304,47821,37764,30155,18067
GB_ENG_E09000006,330396,160191,170206,39213,37059,44165,44372,41189,44459,35108,28035,16797
GB_ENG_E09000007,239186,117656,121530,28388,26828,31973,32122,29818,32185,25416,20295,12160
GB_ENG_E09000008,393278,190641,202638,46677,44112,52571,52817,49028,52920,41790,33371,19994
GB_ENG_E09000009,369895,183529,186367,43901,41489,49445,49676,46113,49774,39306,31386,18805
GB_ENG_E09000010,353137,172326,180810,41912,39609,47205,47426,44023,47519,37525,29964,17953
GB_ENG_E09000011,294017,143556,150461,34896,32978,39302,39486,36653,39563,31243,24948,14947
GB_ENG_E09000012,284569,141118,143452,33774,31919,38039,38217,35476,38292,30239,24146,14467
GB_ENG_E09000013,202071,99374,102697,23983,22665,27011,27138,25191,27191,21472,17146,10273
GB_ENG_E09000014,296860,147134,149726,35233,33297,39682,39868,37008,39946,31545,25189,15092
GB_ENG_E09000015,269477,133714,135764,31983,30226,36022,36190,33594,36261,28635,22866,13700
GB_ENG_E09000016,248786,121376,127410,29528,27905,33256,33412,31015,33477,26436,21110,12648
GB_ENG_E09000017,310994,154306,156688,36911,34882,41572,41766,38770,41848,33047,26388,15810
GB_ENG_E09000018,301204,149433,151772,35749,33784,40263,40451,37549,40531,32006,25558,15313
GB_ENG_E09000019,234925,116454,118472,27882,26350,31403,31550,29287,31612,24963,19934,11943
GB_ENG_E09000020,164607,80932,83674,19537,18463,22004,22106,20521,22150,17491,13967,8368
GB_ENG_E09000021,167283,81091,86192,19854,18763,22361,22466,20854,22510,17776,14194,8504
GB_ENG_E09000022,331923,164478,167445,39395,37230,44369,44577,41379,44664,35271,28164,16874
GB_ENG_E09000023,300032,148663,151369,35610,33653,40106,40294,37403,40373,31882,25458,15253
GB_ENG_E09000024,217782,105633,112149,25848,24427,29112,29248,27150,29305,23142,18479,11072
GB_ENG_E09000025,383344,189928,193416,45498,42998,51243,51483,47789,51583,40735,32528,19488
GB_ENG_E09000026,322088,157187,164901,38227,36127,43055,43256,40153,43341,34226,27330,16374
GB_ENG_E09000027,210534,104332,106202,24988,23614,28143,28274,26246,28330,22372,17864,10703
GB_ENG_E09000028,327647,162477,165170,38887,36750,43798,44003,40846,44089,34816,27802,16657
GB_ENG_E09000029,199171,96515,102656,23639,22340,26624,26748,24829,26801,21164,16900,10125
GB_ENG_E09000030,308988,153221,155766,36673,34657,41303,41497,38520,41578,32833,26218,15708
GB_ENG_E09000031,301002,146962,154040,35725,33762,40236,40424,37524,40503,31985,25541,15302
GB_ENG_E09000032,349116,171615,177501,41435,39158,46667,46886,43522,46978,37098,29623,17748
GB_ENG_E09000033,249021,122446,126575,29555,27931,33287,33443,31044,33509,26461,21130,12660
GB_ENG_E10000002,547463,270669,276795,64976,61406,73181,73524,68249,73668,58174,46453,27832
GB_ENG_E10000003,687012,341121,345891,81539,77058,91835,92265,85646,92446,73003,58294,34926
GB_ENG_E10000006,507657,251419,256238,60252,56941,67860,68178,63287,68311,53944,43076,25808
GB_ENG_E10000007,1085564,536380,549183,128841,121762,145111,145790,135331,146075,115353,92112,55188
GB_ENG_E10000011,545217,267472,277745,64710,61154,72881,73222,67969,73365,57936,46263,27718
GB_ENG_E10000012,1470378,720006,750372,174514,164924,196550,197470,183303,197857,156244,124765,74751
GB_ENG_E10000013,626899,310064,316835,74404,70316,83800,84192,78152,84357,66615,53194,31870
GB_ENG_E10000014,1631203,806453,824750,193601,182963,218048,219068,203352,219498,173334,138411,82927
GB_ENG_E10000015,1193443,586965,606477,141645,133862,159531,160278,148779,160592,126817,101266,60672
GB_ENG_E10000016,1578797,775756,803041,187381,177085,211043,212030,196819,212446,167765,133964,80263
GB_ENG_E10000017,1211417,598248,613169,143779,135878,161934,162692,151020,163011,128727,102791,61586
GB_ENG_E10000018,1072631,529978,542653,127307,120311,143382,144053,133719,144335,113979,91015,54531
GB_ENG_E10000019,775103,380085,395017,91994,86939,103610,104095,96627,104299,82363,65769,39405
GB_ENG_E10000020,912818,453256,459562,108339,102386,122019,122590,113796,122830,96997,77455,46406
GB_ENG_E10000021,753268,372184,381084,89403,84490,100692,101163,93905,101361,80043,63916,38295
GB_ENG_E10000023,630930,311639,319291,74883,70768,84338,84733,78654,84899,67043,53536,32075
GB_ENG_E10000024,1168676,577424,591252,138706,131084,156221,156952,145692,157259,124185,99165,59413
GB_ENG_E10000025,705858,348981,356877,83776,79172,94354,94796,87995,94982,75005,59894,35884
GB_ENG_E10000028,1159755,577066,582689,137647,130083,155028,155754,144580,156059,123237,98408,58960
GB_ENG_E10000029,780498,387543,392955,92634,87544,104332,104820,97300,105025,82937,66227,39679
GB_ENG_E10000030,1204452,590858,613594,142952,135097,161003,161756,150152,162073,127987,102200,61232
GB_ENG_E10000031,595541,294859,300681,70682,66798,79608,79980,74243,80137,63283,50533,30276
GB_ENG_E10000032,838742,411473,427270,99547,94077,112117,112642,104561,112863,89126,71169,42640
GB_ENG_E10000034,601262,297676,303586,71361,67440,80373,80749,74956,80907,63891,51018,30567
GB_NIR,1952693,954774,997919,231813,219073,260961,262259,243479,262740,207478,165652,99238
GB_NIR_N09000006,121968,59641,62327,14492,13695,16286,16385,15219,16407,12955,10338,6191
GB_SCT,5474958,2660479,2814478,649802,614095,731855,735279,682530,736720,581776,464562,278337
GB_WLS,3196798,1576136,1620661,379416,358567,427326,429325,398526,430167,339696,271255,162519
GD,103790,51663,52127,18412,17084,17662,18500,11115,9270,6580,3299,1867
GF,353604,176364,177241,78790,70318,55650,43501,43048,31449,19587,8557,2703
GG,56372,28003,28368,5407,5513,6844,7366,7524,8677,6759,5038,3243
GH,33201874,16609386,16592488,7168853,6912477,6211536,4882550,3531490,2435248,1294343,563765,201612
GI,34504,17279,17225,4658,4385,5133,5068,4573,3222,3350,2640,1475
GL,49449,25310,24138,6847,6865,7738,6648,4838,8106,5267,2337,803
GM,2429583,1179407,1250176,763915,576362,418289,284583,180099,112533,62571,25720,5511
GN,12387778,5881601,6506177,3703752,2825310,2048451,1480416,996851,668384,444970,181585,38058
GQ,1311048,654752,656296,345902,244881,270752,231390,105901,58177,33977,15375,4693
GR,10718379,5177749,5540630,942061,1092294,1104691,1317649,1611185,1531169,1315958,1021483,781889
GS,,,,,,,,,,,,
GT,18248164,9121448,9126716,4184673,3961053,3454332,2561856,1722230,1066732,721637,382663,192988
GT_AV,1461064,758684,702379,371017,328313,266116,197359,132668,82164,46631,24477,12317
GT_BV,340198,172591,167607,83897,74990,61491,45603,30654,18984,13305,7496,3777
GT_CM,791219,396548,394671,189956,174112,146807,108876,73187,45327,29062,15882,8009
GT_CQ,451570,222415,229155,103132,97109,84228,62470,41998,26015,20399,10778,5441
GT_ES,812161,418593,393568,172674,172998,159276,118125,79403,49178,33610,17890,9006
GT_GU,3649334,1821487,1827847,659571,752686,769537,570708,383633,237592,152560,81790,41256
GT_HU,1403754,686512,717242,357857,313398,250947,186135,125146,77506,52601,26687,13477
GT_IZ,514843,258588,256255,119301,112211,97220,72102,48470,30020,20136,10227,5157
GT_JA,406617,202744,203873,99848,89533,73685,54650,36733,22749,16365,8677,4377
GT_JU,517382,259994,257389,117395,110596,96122,71233,47907,29732,24461,13255,6682
GT_PE,877369,445386,431983,229828,199442,157935,117133,78759,48772,26058,12930,6513
GT_PR,185032,93243,91789,38880,38736,35484,26314,17688,10956,9169,5190,2616
GT_QC,1293591,641530,652060,344056,293206,227049,168385,113191,70099,44552,21967,11085
GT_QZ,975300,472967,502333,221824,210260,183603,136167,91532,56688,41484,22415,11326
GT_RE,371336,186627,184709,85200,80077,69325,51413,34560,21405,16202,8745,4409
GT_SA,374137,187766,186371,77316,79152,74285,55090,37033,22935,15338,8634,4354
GT_SM,1255356,619192,636164,311888,276148,224089,166245,111798,69282,53009,28519,14378
GT_SO,572646,287851,284795,136171,125982,107290,79568,53487,33125,20666,10874,5483
GT_SR,422317,214610,207708,93649,89895,79495,58955,39630,24543,19823,10857,5470
GT_SU,641109,322727,318383,149461,138998,119025,88270,59337,36749,27578,14421,7270
GT_TO,618195,295872,322324,153685,136778,111609,82772,55639,34460,23863,12877,6511
GT_ZA,257306,127388,129918,54417,54068,49397,36637,24629,15255,12520,6900,3482
GU,159657,80776,78881,25383,25702,25582,20667,18869,19099,13596,7394,3365
GW,1885624,914765,970860,541269,421111,331092,249102,156883,94636,61516,25449,4567
GY,741843,373382,368461,144059,141981,138077,86505,90123,72614,45873,18008,4604
GZ,2174353,1101847,1072505,630379,499357,412368,253611,171155,118232,54436,27784,7030
HK,7607114,3574533,4032581,679023,566596,898146,1155194,1149542,1215606,1046600,524027,372379
HM,,,,,,,,,,,,
HN,9595222,4656601,4938621,1891700,1966358,1843661,1461939,1036577,672886,416193,203029,102879
HN_AT,503504,241958,261546,99872,104072,95759,73739,54480,35824,22553,11356,5850
HN_CH,461787,226976,234811,86253,98003,82963,67118,50792,34840,23412,12257,6150
HN_CL,340736,165900,174837,74505,76061,63002,46011,33476,22633,14302,7078,3669
HN_CM,615876,298675,317202,130554,132695,112553,89956,64236,41629,25507,12626,6121
HN_CP,442161,217835,224326,93351,96355,80692,64008,44240,29712,19499,9277,5027
HN_CR,1820947,870840,950106,342876,348643,385033,306318,200681,118288,69719,32853,16536
HN_EP,488572,244734,243838,95837,101641,89286,74441,53577,34904,22318,11220,5348
HN_FM,1753523,831458,922065,300886,320661,359642,287594,212084,136545,79603,37819,18689
HN_GD,107981,52576,55405,25129,25347,21615,14315,9935,5835,3502,1510,793
HN_IB,85601,41743,43858,17633,16406,17720,14122,9578,5509,2845,1231,557
HN_IN,269382,131036,138346,59617,62422,47611,37982,25355,17525,10917,5373,2579
HN_LE,376770,188273,188497,85112,85436,65839,52588,35997,24743,15703,7553,3798
HN_LP,224734,108610,116125,48216,49044,41477,32195,22395,15367,9325,4583,2132
HN_OC,184886,91076,93810,37111,39164,34683,27964,19372,12706,7974,3868,2045
HN_OL,593159,291913,301246,127671,131642,108627,82280,59674,39663,24966,12207,6429
HN_SB,498489,251640,246849,99616,103078,86578,74387,53925,36953,24856,12468,6628
HN_VA,190786,92336,98450,36949,40364,34921,25457,20473,14576,9879,5309,2858
HN_YO,644951,313161,331791,132081,137025,117265,92815,67298,46302,29741,14647,7777
HR,4179649,2009731,2169918,397232,418551,494598,555073,559834,583248,571313,371509,228290
HT,14769525,7311246,7458280,2876328,3147135,3013844,2180009,1520614,1010547,620284,312401,88364
HT_AR,2291632,1130782,1160850,454089,493600,441547,344959,243803,154839,100147,46503,12146
HT_CE,939371,478269,461102,224293,200271,155778,135409,96883,63640,40046,18005,5045
HT_GA,616949,321562,295387,130793,131995,93260,75628,70309,56605,36133,17612,4614
HT_ND,1350542,661757,688784,273872,294265,262785,187791,136629,93066,59731,32981,9422
HT_NE,444100,221830,222270,104511,94532,77231,60117,44286,29807,20054,10389,3174
HT_NI,444172,232180,211992,90335,90518,71665,55869,48413,40470,27864,14367,4672
HT_NO,970098,479020,491077,216460,216181,184486,130599,89623,62506,41098,21994,7151
HT_OU,5767491,2808563,2958928,984760,1202803,1394575,943195,579979,345346,192809,97591,26432
HT_SD,877144,451587,425557,177254,188999,151624,106625,93097,78632,49885,23771,7259
HT_SE,738312,364354,373958,157646,162528,110171,91151,84490,64087,39425,22356,6457
HU,9364688,4449924,4914764,892038,942827,1124518,1207068,1512073,1179309,1248178,830944,427733
ID,284274374,142510410,141763963,49907550,48420993,47027900,44253190,38715235,29642054,17315488,6981333,2010630
ID_AC,4862912,2421168,2441745,971344,942950,860087,714044,577761,428177,246750,95359,26440
ID_BA,4909910,2456217,2453694,775761,716822,707459,827687,727711,555723,388822,161174,48751
ID_BB,1672841,865452,807389,316540,274749,316736,265456,207123,166908,84093,32054,9182
ID_BE,1882992,958705,924287,354717,347876,321255,292098,244008,176254,93759,40650,12376
ID_BT,14283423,7256740,7026682,2369581,2348148,2854119,2517438,1946795,1326174,667563,202454,51151
ID_GO,1300427,648557,651869,256574,251873,194432,202490,168571,125237,73384,21996,5871
ID_JA,4011295,2041239,1970055,776222,717295,707402,634797,509253,373887,194904,75984,21552
ID_JB,52826838,26681222,26145616,8816023,8720273,9446025,8734711,7288218,5408228,3023831,1090615,298914
ID_JI,40474662,19813037,20661625,5860014,6214352,5757601,5998201,6191163,5216827,3327388,1474863,434254
ID_JK,10761580,5444771,5316809,1654986,1609648,2244180,1953346,1507407,1067624,532680,153248,38462
ID_JT,33832746,16639399,17193347,5080770,5404333,4739528,4810411,5039892,4291087,2753115,1321493,392116
ID_KB,5260822,2680529,2580293,1039581,978173,894910,797196,657782,491026,289023,89316,23815
ID_KI,4337043,2287964,2049078,865603,724105,806949,755115,584840,371033,167727,48716,12956
ID_KR,2885440,1486765,1398675,596905,398197,668514,575330,325144,191565,94692,28228,6864
ID_KS,4524256,2282172,2242084,829494,783824,773999,749152,621321,424825,237709,82261,21671
ID_KT,2758237,1433942,1324295,542614,488784,505705,463036,354499,230395,121113,40759,11332
ID_KU,860673,454028,406646,171764,143696,160148,149856,116036,73624,33295,9678,2576
ID_LA,8810883,4520667,4290217,1562112,1589361,1438874,1370105,1173876,876270,507247,225810,67227
ID_MA,2133358,1072993,1060365,489322,420053,338942,285461,239464,190044,110610,45839,13623
ID_MU,1639788,837699,802089,376190,315641,281002,244060,182089,137906,72463,23949,6489
ID_NB,5290957,2554783,2736174,1017282,985723,864176,778000,645524,509124,332750,124133,34247
ID_NT,5857661,2888161,2969500,1394479,1152003,810258,737837,674152,534335,363615,147847,43135
ID_PA,6787627,3625987,3161640,1495479,1419434,1229947,1212497,858403,392086,143893,29104,6784
ID_PB,1459531,773598,685933,327441,274538,285366,231985,172034,107526,47430,10634,2577
ID_RI,8281731,4255957,4025774,1768059,1522012,1506835,1352635,1011083,659317,319978,111100,30712
ID_SA,2849180,1443799,1405381,481705,467767,394814,441236,412086,350673,191870,83846,25183
ID_SB,5607321,2756780,2850541,1084301,1044930,818821,766046,698257,632282,342798,167911,51977
ID_SG,3059069,1530590,1528480,682480,601922,509363,439804,345386,249531,153483,59379,17720
ID_SN,9332718,4524029,4808689,1756408,1715749,1444442,1346866,1175567,914486,645825,255763,77611
ID_SR,1691591,847953,843638,381747,327485,264024,249183,193412,138871,91411,35253,10206
ID_SS,8126751,4136642,3990109,1528084,1457837,1443666,1246196,1032908,775886,423184,169895,49096
ID_ST,3346719,1710686,1636033,708878,602880,538795,521471,419799,303274,174756,60188,16677
ID_SU,14686032,7281966,7404066,3029923,2870419,2339736,2043580,1836838,1454968,734095,290676,85796
ID_YO,3860571,1892815,1967757,544073,587067,558502,544714,575899,496190,329851,171023,53252
IE,7337477,3616537,3720940,1023546,961286,811009,1027466,1047626,936831,731046,517348,281320
IL,9374544,4628758,4745786,1792192,1546254,1320467,1226782,1123490,857520,748380,485418,274042
IM,93735,47027,46709,10146,10137,10876,10570,12225,14013,11359,8980,5428
IN,1409131475,730957003,678174472,247672251,257597092,243704755,218159460,171278197,129686098,87787380,39186031,14060211
IN_AN,390818,210612,180205,52305,58871,78874,75035,56054,39883,19614,7550,2632
IN_AP,53776147,27087145,26689002,7339467,8726105,9722054,8914886,7220931,5515882,4193598,1655035,488189
IN_AR,1771308,925531,845777,355180,382934,330928,276987,204430,125455,61419,23928,10047
IN_AS,35824284,18500709,17323575,6858774,6583777,6489894,5716574,4341125,3009173,1749727,788054,287184
IN_BR,128180637,67465816,60714820,30643094,25397928,19500223,18389600,13056970,9809184,7610536,2858565,914536
IN_CH,906760,501479,405281,129326,146584,191801,160244,120458,88591,43479,18993,7284
IN_CT,30121517,15256509,14865008,5493111,5629567,5160121,4585118,3775835,2681568,1792250,764193,239754
IN_DD,179322,116529,62793,23388,26874,56318,35955,18137,9949,5524,2345,831
IN_DL,19698828,10635925,9062903,2989310,3363658,3937107,3480279,2573874,1778082,1022088,409908,144522
IN_DN,625210,353833,271377,116150,108240,149154,111566,66633,40892,22153,7970,2451
IN_GA,1557401,791540,765861,188005,202599,267596,280546,230643,187532,125082,57480,17918
IN_GJ,70965554,37234574,33730980,11620043,12209596,12789065,11548031,9205303,7045390,3984584,1869126,694416
IN_HP,7733996,3940610,3793386,1102460,1233025,1341248,1272221,1023602,844192,511901,277058,128288
IN_HR,30054803,16085817,13968987,5062344,5493572,5608294,4716999,3576186,2584248,1864709,803032,345420
IN_JH,40045615,20744824,19300792,8417490,7790936,6621987,5906249,4491121,3405624,2321173,840553,250483
IN_KA,70248744,35893825,34354919,10265962,11371802,13303999,11576489,9116038,6950343,4768586,2130357,765168
IN_KL,34614550,16623544,17991006,4413878,4733255,5188733,5416529,5226228,4674942,2855420,1514613,590953
IN_LA,313660,181088,132573,46147,48546,71354,57777,36980,24912,15465,8880,3599
IN_LD,68119,35368,32751,9511,10460,12046,12120,9590,7921,4241,1690,539
IN_MH,128724105,67048565,61675540,19188378,21082113,23721416,20882154,16419691,12657109,9014625,4322434,1436185
IN_ML,3958076,2011675,1946401,958269,839407,718711,541218,407075,263631,142621,62136,25007
IN_MN,3567728,1815861,1751867,603196,661577,681520,563746,435194,331894,173457,83134,34009
IN_MP,85871853,44811991,41059862,16478051,16546078,14623231,12949832,10099007,7184690,4813342,2319276,858347
IN_MZ,1356810,694718,662092,262685,245915,260831,215802,151991,119229,59594,29807,10956
IN_NL,2065490,1083089,982400,396900,439447,402330,322887,230781,146927,75628,35314,15276
IN_OR,47450818,24162631,23288186,7623568,8061946,8096711,7443678,6196900,4767367,3265660,1518103,476884
IN_PB,31522158,16689223,14832936,4437068,5274522,5775101,4978188,4152143,3150948,2271137,1028691,454360
IN_RJ,81930610,42773890,39156720,16344675,16505336,14002451,11848417,9144383,6795856,4349292,2166943,773258
IN_SK,678779,364249,314530,95195,128649,144556,116151,81169,59592,31795,16159,5513
IN_TG,39818317,20178023,19640294,5804074,6873008,7549056,6672486,4918928,3671395,2767221,1148610,413538
IN_TN,82667321,41657119,41010202,10626972,12083757,14389526,14048603,11986447,9672876,6131532,2831971,895637
IN_TR,4235752,2175506,2060247,674007,719809,801997,693787,552817,403795,225967,113803,49771
IN_UP,236334018,124546258,111787761,48197983,51337755,38226074,33362226,24816873,18542608,13655969,5849405,2345126
IN_UT,12019092,6177910,5841183,2084436,2369517,2094800,1762552,1383597,1078636,763201,348742,133611
IN_WB,101944778,52715365,49229413,15324860,17668174,18234562,16447948,13834051,10466849,6133486,2793458,1041390
IO,,,,,,,,,,,,
IQ,44469001,22419445,22049556,12777787,9868090,7567505,5593799,4130533,2419696,1321451,591112,199029
IQ_AR,2685261,1337169,1348093,694333,602502,507315,353838,239837,153775,78248,44312,11103
IQ_DA,2793171,1407848,1385324,783050,637008,554604,348641,206286,138969,68348,41698,14567
IQ_HA,90727,45862,44865,19420,19071,18815,13367,9429,5268,3195,1675,487
